active_calories,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
785.0,,,,,,
279.0,,,,,,
531.0,,,,,,
62.0,,,,,,
62.0,,,,,,
533.0,,,,,,
792.0,,,,,,
62.0,,,,,,
796.0,,,,,,
62.0,,,,,,
535.0,,,,,,
65.0,,,,,,
63.0,,,,,,
28.0,,,,,,
63.0,,,,,,
811.0,,,,,,
539.0,,,,,,
64.0,,,,,,
64.0,,,,,,
814.0,,,,,,
539.0,,,,,,
815.0,,,,,,
44.0,,,,,,
815.0,,,,,,
817.0,,,,,,
48.0,,,,,,
823.0,,,,,,
337.0,,,,,,
828.0,,,,,,
60.0,,,,,,
65.0,,,,,,
547.0,,,,,,
35.0,,,,,,
831.0,,,,,,
65.0,,,,,,
342.0,,,,,,
342.0,,,,,,
833.0,,,,,,
835.0,,,,,,
342.0,,,,,,
342.0,,,,,,
342.0,,,,,,
342.0,,,,,,
342.0,,,,,,
839.0,,,,,,
843.0,,,,,,
844.0,,,,,,
7.0,,,,,,
783.0,,,,,,
342.0,,,,,,
345.0,,,,,,
7.0,,,,,,
94.0,,,,,,
1.0,,,,,,
95.0,,,,,,
7.0,,,,,,
8.0,,,,,,
106.0,,,,,,
15.0,,,,,,
13.0,,,,,,
345.0,,,,,,
18.0,,,,,,
2.0,,,,,,
24.0,,,,,,
35.0,,,,,,
3.0,,,,,,
118.0,,,,,,
130.0,,,,,,
9.0,,,,,,
96.0,,,,,,
350.0,,,,,,
357.0,,,,,,
142.0,,,,,,
14.0,,,,,,
359.0,,,,,,
368.0,,,,,,
172.0,,,,,,
40.0,,,,,,
374.0,,,,,,
192.0,,,,,,
20.0,,,,,,
21.0,,,,,,
376.0,,,,,,
195.0,,,,,,
44.0,,,,,,
378.0,,,,,,
219.0,,,,,,
222.0,,,,,,
383.0,,,,,,
22.0,,,,,,
391.0,,,,,,
112.0,,,,,,
105.0,,,,,,
117.0,,,,,,
120.0,,,,,,
4.0,,,,,,
391.0,,,,,,
398.0,,,,,,
16.0,,,,,,
468.0,,,,,,
468.0,,,,,,
395.0,,,,,,
45.0,,,,,,
206.0,,,,,,
397.0,,,,,,
24.0,,,,,,
398.0,,,,,,
49.0,,,,,,
49.0,,,,,,
122.0,,,,,,
54.0,,,,,,
223.0,,,,,,
55.0,,,,,,
4.0,,,,,,
222.0,,,,,,
59.0,,,,,,
223.0,,,,,,
430.0,,,,,,
223.0,,,,,,
5.0,,,,,,
69.0,,,,,,
432.0,,,,,,
236.0,,,,,,
37.0,,,,,,
25.0,,,,,,
70.0,,,,,,
238.0,,,,,,
26.0,,,,,,
74.0,,,,,,
245.0,,,,,,
6.0,,,,,,
75.0,,,,,,
6.0,,,,,,
76.0,,,,,,
76.0,,,,,,
27.0,,,,,,
251.0,,,,,,
77.0,,,,,,
64.0,,,,,,
250.0,,,,,,
77.0,,,,,,
252.0,,,,,,
27.0,,,,,,
6.0,,,,,,
257.0,,,,,,
398.0,,,,,,
81.0,,,,,,
6.0,,,,,,
488.0,,,,,,
86.0,,,,,,
87.0,,,,,,
259.0,,,,,,
88.0,,,,,,
11.0,,,,,,
91.0,,,,,,
92.0,,,,,,
11.0,,,,,,
94.0,,,,,,
262.0,,,,,,
28.0,,,,,,
262.0,,,,,,
305.0,,,,,,
102.0,,,,,,
263.0,,,,,,
310.0,,,,,,
263.0,,,,,,
103.0,,,,,,
14.0,,,,,,
104.0,,,,,,
14.0,,,,,,
106.0,,,,,,
14.0,,,,,,
416.0,,,,,,
274.0,,,,,,
532.0,,,,,,
275.0,,,,,,
468.0,,,,,,
315.0,,,,,,
300.0,,,,,,
471.0,,,,,,
98.0,,,,,,
314.0,,,,,,
314.0,,,,,,
315.0,,,,,,
315.0,,,,,,
317.0,,,,,,
30.0,,,,,,
432.0,,,,,,
320.0,,,,,,
325.0,,,,,,
433.0,,,,,,
331.0,,,,,,
503.0,,,,,,
336.0,,,,,,
343.0,,,,,,
31.0,,,,,,
344.0,,,,,,
34.0,,,,,,
366.0,,,,,,
12.0,,,,,,
371.0,,,,,,
35.0,,,,,,
426.0,,,,,,
15.0,,,,,,
107.0,,,,,,
395.0,,,,,,
109.0,,,,,,
66.0,,,,,,
531.0,,,,,,
16.0,,,,,,
131.0,,,,,,
421.0,,,,,,
15.0,,,,,,
38.0,,,,,,
67.0,,,,,,
430.0,,,,,,
149.0,,,,,,
164.0,,,,,,
532.0,,,,,,
454.0,,,,,,
165.0,,,,,,
452.0,,,,,,
127.0,,,,,,
190.0,,,,,,
20.0,,,,,,
210.0,,,,,,
532.0,,,,,,
23.0,,,,,,
212.0,,,,,,
213.0,,,,,,
23.0,,,,,,
217.0,,,,,,
1.0,,,,,,
218.0,,,,,,
220.0,,,,,,
471.0,,,,,,
3.0,,,,,,
221.0,,,,,,
1.0,,,,,,
222.0,,,,,,
223.0,,,,,,
223.0,,,,,,
127.0,,,,,,
225.0,,,,,,
34.0,,,,,,
495.0,,,,,,
240.0,,,,,,
41.0,,,,,,
508.0,,,,,,
515.0,,,,,,
523.0,,,,,,
529.0,,,,,,
143.0,,,,,,
7.0,,,,,,
243.0,,,,,,
530.0,,,,,,
7.0,,,,,,
46.0,,,,,,
246.0,,,,,,
56.0,,,,,,
17.0,,,,,,
256.0,,,,,,
78.0,,,,,,
261.0,,,,,,
85.0,,,,,,
86.0,,,,,,
263.0,,,,,,
462.0,,,,,,
2.0,,,,,,
264.0,,,,,,
270.0,,,,,,
273.0,,,,,,
287.0,,,,,,
1.0,,,,,,
0.0,,,,,,
27.0,,,,,,
295.0,,,,,,
0.0,,,,,,
301.0,,,,,,
88.0,,,,,,
532.0,,,,,,
313.0,,,,,,
127.0,,,,,,
6.0,,,,,,
13.0,,,,,,
20.0,,,,,,
317.0,,,,,,
327.0,,,,,,
5.0,,,,,,
493.0,,,,,,
67.0,,,,,,
12.0,,,,,,
337.0,,,,,,
85.0,,,,,,
38.0,,,,,,
87.0,,,,,,
136.0,,,,,,
40.0,,,,,,
532.0,,,,,,
114.0,,,,,,
0.0,,,,,,
