ascent,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
1.643,,,,,,
6.363,,,,,,
2.753,,,,,,
7.06,,,,,,
3.109,,,,,,
2.187,,,,,,
3.103,,,,,,
4.556,,,,,,
1.861,,,,,,
5.516,,,,,,
0.589,,,,,,
2.511,,,,,,
9.248,,,,,,
5.769,,,,,,
3.313,,,,,,
2.864,,,,,,
6.583,,,,,,
1.632,,,,,,
5.364,,,,,,
2.902,,,,,,
2.168,,,,,,
2.919,,,,,,
5.087,,,,,,
0.027,,,,,,
0.112,,,,,,
7.648,,,,,,
2.218,,,,,,
2.719,,,,,,
2.072,,,,,,
2.825,,,,,,
3.417,,,,,,
2.782,,,,,,
6.346,,,,,,
2.247,,,,,,
2.929,,,,,,
2.777,,,,,,
1.27,,,,,,
5.978,,,,,,
2.958,,,,,,
7.178,,,,,,
0.374,,,,,,
3.392,,,,,,
2.007,,,,,,
6.096,,,,,,
3.464,,,,,,
3.707,,,,,,
2.726,,,,,,
2.165,,,,,,
2.113,,,,,,
2.159,,,,,,
4.016,,,,,,
3.048,,,,,,
3.277,,,,,,
2.411,,,,,,
0.322,,,,,,
3.19,,,,,,
3.417,,,,,,
0.708,,,,,,
6.096,,,,,,
3.048,,,,,,
2.571,,,,,,
4.303,,,,,,
2.877,,,,,,
0.774,,,,,,
3.071,,,,,,
0.187,,,,,,
2.86,,,,,,
2.216,,,,,,
2.222,,,,,,
2.451,,,,,,
3.32,,,,,,
4.489,,,,,,
4.191,,,,,,
4.52,,,,,,
2.847,,,,,,
4.226,,,,,,
2.177,,,,,,
2.416,,,,,,
2.623,,,,,,
2.001,,,,,,
2.128,,,,,,
1.989,,,,,,
2.068,,,,,,
2.401,,,,,,
2.197,,,,,,
2.405,,,,,,
2.733,,,,,,
3.191,,,,,,
2.196,,,,,,
0.27,,,,,,
2.35,,,,,,
3.1,,,,,,
4.172,,,,,,
2.051,,,,,,
2.052,,,,,,
3.035,,,,,,
2.877,,,,,,
1.805,,,,,,
9.88,,,,,,
2.598,,,,,,
4.075,,,,,,
3.958,,,,,,
5.413,,,,,,
3.047,,,,,,
4.335,,,,,,
2.657,,,,,,
2.02,,,,,,
1.424,,,,,,
3.353,,,,,,
0.457,,,,,,
4.29,,,,,,
2.279,,,,,,
2.796,,,,,,
2.169,,,,,,
0.634,,,,,,
2.413,,,,,,
3.725,,,,,,
2.324,,,,,,
3.048,,,,,,
3.655,,,,,,
2.129,,,,,,
4.434,,,,,,
0.32,,,,,,
1.32,,,,,,
7.592,,,,,,
1.914,,,,,,
2.043,,,,,,
2.099,,,,,,
2.375,,,,,,
4.871,,,,,,
2.471,,,,,,
4.551,,,,,,
2.778,,,,,,
7.107,,,,,,
4.548,,,,,,
4.636,,,,,,
4.214,,,,,,
3.048,,,,,,
2.449,,,,,,
5.016,,,,,,
6.096,,,,,,
1.837,,,,,,
4.084,,,,,,
2.436,,,,,,
3.378,,,,,,
3.785,,,,,,
2.1,,,,,,
2.882,,,,,,
4.042,,,,,,
4.817,,,,,,
0.536,,,,,,
2.7,,,,,,
2.018,,,,,,
4.172,,,,,,
3.92,,,,,,
1.996,,,,,,
1.831,,,,,,
7.397,,,,,,
7.163,,,,,,
0.953,,,,,,
3.157,,,,,,
2.486,,,,,,
2.473,,,,,,
3.974,,,,,,
6.153,,,,,,
2.414,,,,,,
2.121,,,,,,
2.394,,,,,,
0.776,,,,,,
3.07,,,,,,
5.19,,,,,,
4.739,,,,,,
2.914,,,,,,
3.233,,,,,,
4.578,,,,,,
6.545,,,,,,
7.306,,,,,,
2.862,,,,,,
8.132,,,,,,
2.149,,,,,,
4.522,,,,,,
4.678,,,,,,
4.33,,,,,,
1.067,,,,,,
0.758,,,,,,
3.457,,,,,,
4.934,,,,,,
2.041,,,,,,
5.112,,,,,,
3.053,,,,,,
0.611,,,,,,
3.225,,,,,,
2.952,,,,,,
0.807,,,,,,
5.92,,,,,,
4.691,,,,,,
2.294,,,,,,
2.49,,,,,,
3.957,,,,,,
3.396,,,,,,
8.628,,,,,,
4.441,,,,,,
2.422,,,,,,
4.557,,,,,,
3.586,,,,,,
3.159,,,,,,
3.637,,,,,,
4.522,,,,,,
5.178,,,,,,
1.608,,,,,,
2.597,,,,,,
2.404,,,,,,
4.43,,,,,,
2.113,,,,,,
2.628,,,,,,
2.675,,,,,,
8.442,,,,,,
3.263,,,,,,
2.358,,,,,,
1.899,,,,,,
3.263,,,,,,
2.385,,,,,,
2.557,,,,,,
2.475,,,,,,
5.994,,,,,,
6.007,,,,,,
3.968,,,,,,
4.125,,,,,,
4.168,,,,,,
3.291,,,,,,
2.42,,,,,,
4.412,,,,,,
2.91,,,,,,
2.137,,,,,,
5.18,,,,,,
3.671,,,,,,
4.542,,,,,,
3.436,,,,,,
3.077,,,,,,
2.498,,,,,,
2.456,,,,,,
5.14,,,,,,
2.047,,,,,,
6.096,,,,,,
3.048,,,,,,
1.935,,,,,,
2.801,,,,,,
2.203,,,,,,
4.483,,,,,,
5.009,,,,,,
2.354,,,,,,
2.396,,,,,,
4.171,,,,,,
2.024,,,,,,
2.606,,,,,,
3.048,,,,,,
1.982,,,,,,
2.996,,,,,,
0.026,,,,,,
14.747,,,,,,
5.656,,,,,,
2.371,,,,,,
3.859,,,,,,
2.652,,,,,,
1.606,,,,,,
1.985,,,,,,
5.754,,,,,,
2.012,,,,,,
6.957,,,,,,
2.128,,,,,,
2.273,,,,,,
3.714,,,,,,
2.229,,,,,,
3.563,,,,,,
7.458,,,,,,
2.524,,,,,,
2.087,,,,,,
2.601,,,,,,
3.092,,,,,,
1.642,,,,,,
2.923,,,,,,
0.237,,,,,,
2.907,,,,,,
3.048,,,,,,
1.74,,,,,,
2.668,,,,,,
1.417,,,,,,
5.966,,,,,,
3.075,,,,,,
3.474,,,,,,
4.95,,,,,,
2.63,,,,,,
1.986,,,,,,
2.633,,,,,,
1.95,,,,,,
2.778,,,,,,
2.452,,,,,,
3.048,,,,,,
8.015,,,,,,
4.126,,,,,,
4.142,,,,,,
7.514,,,,,,
0.028,,,,,,
2.072,,,,,,
2.291,,,,,,
2.07,,,,,,
3.138,,,,,,
2.505,,,,,,
3.848,,,,,,
3.666,,,,,,
2.011,,,,,,
4.267,,,,,,
2.832,,,,,,
4.84,,,,,,
3.412,,,,,,
2.941,,,,,,
2.317,,,,,,
2.421,,,,,,
2.344,,,,,,
0.652,,,,,,
3.066,,,,,,
3.976,,,,,,
2.706,,,,,,
2.791,,,,,,
2.582,,,,,,
5.402,,,,,,
0.325,,,,,,
5.476,,,,,,
7.494,,,,,,
2.767,,,,,,
2.234,,,,,,
3.589,,,,,,
3.165,,,,,,
4.307,,,,,,
0.426,,,,,,
2.355,,,,,,
4.83,,,,,,
3.476,,,,,,
2.683,,,,,,
1.671,,,,,,
3.03,,,,,,
3.158,,,,,,
7.153,,,,,,
0.261,,,,,,
4.712,,,,,,
2.243,,,,,,
3.782,,,,,,
4.538,,,,,,
2.168,,,,,,
2.624,,,,,,
3.709,,,,,,
2.265,,,,,,
2.149,,,,,,
3.048,,,,,,
3.415,,,,,,
2.505,,,,,,
1.738,,,,,,
3.814,,,,,,
1.611,,,,,,
3.963,,,,,,
2.185,,,,,,
3.592,,,,,,
2.124,,,,,,
4.881,,,,,,
2.141,,,,,,
2.314,,,,,,
2.866,,,,,,
1.64,,,,,,
3.51,,,,,,
4.498,,,,,,
3.048,,,,,,
4.538,,,,,,
3.233,,,,,,
2.349,,,,,,
2.293,,,,,,
2.372,,,,,,
1.944,,,,,,
3.723,,,,,,
0.406,,,,,,
4.777,,,,,,
3.047,,,,,,
7.508,,,,,,
7.02,,,,,,
7.236,,,,,,
5.92,,,,,,
6.096,,,,,,
2.844,,,,,,
3.048,,,,,,
1.907,,,,,,
6.096,,,,,,
6.568,,,,,,
3.763,,,,,,
2.372,,,,,,
3.251,,,,,,
2.691,,,,,,
2.609,,,,,,
5.793,,,,,,
0.554,,,,,,
5.036,,,,,,
3.486,,,,,,
2.543,,,,,,
4.263,,,,,,
3.048,,,,,,
3.048,,,,,,
6.096,,,,,,
4.387,,,,,,
6.096,,,,,,
6.855,,,,,,
2.288,,,,,,
0.18,,,,,,
1.597,,,,,,
2.406,,,,,,
3.047,,,,,,
2.766,,,,,,
2.679,,,,,,
1.397,,,,,,
2.285,,,,,,
2.003,,,,,,
2.998,,,,,,
4.362,,,,,,
3.048,,,,,,
3.048,,,,,,
2.312,,,,,,
4.0,,,,,,
4.416,,,,,,
2.857,,,,,,
0.464,,,,,,
2.329,,,,,,
2.043,,,,,,
4.773,,,,,,
2.787,,,,,,
4.49,,,,,,
2.007,,,,,,
3.048,,,,,,
4.322,,,,,,
2.106,,,,,,
3.048,,,,,,
2.497,,,,,,
1.494,,,,,,
2.466,,,,,,
3.048,,,,,,
2.626,,,,,,
2.025,,,,,,
2.263,,,,,,
4.821,,,,,,
2.726,,,,,,
1.995,,,,,,
4.947,,,,,,
3.153,,,,,,
5.12,,,,,,
3.57,,,,,,
5.591,,,,,,
4.31,,,,,,
6.252,,,,,,
0.519,,,,,,
2.4,,,,,,
3.048,,,,,,
3.048,,,,,,
3.08,,,,,,
2.079,,,,,,
2.934,,,,,,
2.912,,,,,,
2.001,,,,,,
2.629,,,,,,
2.005,,,,,,
5.42,,,,,,
2.275,,,,,,
2.214,,,,,,
2.303,,,,,,
5.283,,,,,,
3.048,,,,,,
2.021,,,,,,
2.123,,,,,,
4.209,,,,,,
0.005,,,,,,
3.82,,,,,,
1.556,,,,,,
2.188,,,,,,
4.278,,,,,,
3.095,,,,,,
1.904,,,,,,
4.191,,,,,,
2.366,,,,,,
2.057,,,,,,
4.717,,,,,,
2.404,,,,,,
2.415,,,,,,
5.058,,,,,,
4.542,,,,,,
2.647,,,,,,
2.174,,,,,,
3.185,,,,,,
6.618,,,,,,
4.934,,,,,,
3.546,,,,,,
2.347,,,,,,
1.606,,,,,,
4.6,,,,,,
3.853,,,,,,
4.625,,,,,,
2.207,,,,,,
6.095,,,,,,
4.176,,,,,,
4.189,,,,,,
2.506,,,,,,
1.276,,,,,,
2.678,,,,,,
3.41,,,,,,
5.531,,,,,,
0.839,,,,,,
2.208,,,,,,
2.073,,,,,,
2.077,,,,,,
3.75,,,,,,
3.269,,,,,,
2.21,,,,,,
0.417,,,,,,
4.732,,,,,,
8.779,,,,,,
2.573,,,,,,
2.382,,,,,,
1.427,,,,,,
4.937,,,,,,
0.664,,,,,,
3.048,,,,,,
4.459,,,,,,
3.258,,,,,,
4.688,,,,,,
2.511,,,,,,
1.031,,,,,,
4.838,,,,,,
2.244,,,,,,
2.03,,,,,,
5.171,,,,,,
2.745,,,,,,
5.075,,,,,,
4.109,,,,,,
2.067,,,,,,
4.264,,,,,,
2.22,,,,,,
2.263,,,,,,
2.708,,,,,,
2.482,,,,,,
4.129,,,,,,
2.079,,,,,,
6.653,,,,,,
2.507,,,,,,
6.025,,,,,,
2.648,,,,,,
3.031,,,,,,
2.883,,,,,,
2.023,,,,,,
5.818,,,,,,
0.096,,,,,,
5.812,,,,,,
1.072,,,,,,
2.283,,,,,,
3.942,,,,,,
3.5,,,,,,
0.766,,,,,,
3.16,,,,,,
2.758,,,,,,
2.543,,,,,,
2.948,,,,,,
3.048,,,,,,
7.624,,,,,,
1.988,,,,,,
6.721,,,,,,
2.086,,,,,,
5.139,,,,,,
3.516,,,,,,
1.584,,,,,,
4.022,,,,,,
1.797,,,,,,
2.804,,,,,,
2.336,,,,,,
2.205,,,,,,
2.311,,,,,,
2.576,,,,,,
6.457,,,,,,
4.79,,,,,,
11.753,,,,,,
2.282,,,,,,
2.217,,,,,,
2.364,,,,,,
7.877,,,,,,
3.047,,,,,,
3.186,,,,,,
1.401,,,,,,
3.481,,,,,,
2.033,,,,,,
0.944,,,,,,
5.671,,,,,,
0.121,,,,,,
2.111,,,,,,
2.191,,,,,,
2.858,,,,,,
3.048,,,,,,
3.531,,,,,,
7.639,,,,,,
5.679,,,,,,
3.247,,,,,,
2.394,,,,,,
4.529,,,,,,
3.647,,,,,,
6.776,,,,,,
4.903,,,,,,
3.085,,,,,,
5.503,,,,,,
4.814,,,,,,
5.4,,,,,,
3.047,,,,,,
4.694,,,,,,
3.047,,,,,,
3.64,,,,,,
0.136,,,,,,
4.637,,,,,,
6.095,,,,,,
3.144,,,,,,
1.992,,,,,,
2.564,,,,,,
4.271,,,,,,
3.969,,,,,,
5.078,,,,,,
1.763,,,,,,
3.047,,,,,,
2.393,,,,,,
4.88,,,,,,
4.37,,,,,,
1.977,,,,,,
2.456,,,,,,
0.095,,,,,,
1.132,,,,,,
5.443,,,,,,
3.048,,,,,,
1.926,,,,,,
4.816,,,,,,
3.727,,,,,,
3.54,,,,,,
2.856,,,,,,
3.048,,,,,,
0.738,,,,,,
2.205,,,,,,
4.88,,,,,,
3.048,,,,,,
1.965,,,,,,
3.047,,,,,,
2.788,,,,,,
3.234,,,,,,
2.214,,,,,,
1.994,,,,,,
2.036,,,,,,
3.936,,,,,,
4.999,,,,,,
9.026,,,,,,
2.024,,,,,,
6.316,,,,,,
3.389,,,,,,
1.052,,,,,,
4.881,,,,,,
0.085,,,,,,
2.082,,,,,,
3.577,,,,,,
6.838,,,,,,
3.047,,,,,,
2.244,,,,,,
5.704,,,,,,
8.193,,,,,,
4.258,,,,,,
5.064,,,,,,
2.473,,,,,,
4.842,,,,,,
5.036,,,,,,
4.948,,,,,,
10.035,,,,,,
0.453,,,,,,
4.836,,,,,,
3.048,,,,,,
4.742,,,,,,
2.857,,,,,,
4.22,,,,,,
3.019,,,,,,
2.226,,,,,,
2.127,,,,,,
4.765,,,,,,
1.315,,,,,,
3.792,,,,,,
2.173,,,,,,
2.414,,,,,,
2.185,,,,,,
1.654,,,,,,
4.441,,,,,,
2.614,,,,,,
2.14,,,,,,
2.43,,,,,,
5.535,,,,,,
1.082,,,,,,
3.735,,,,,,
2.5,,,,,,
2.605,,,,,,
6.095,,,,,,
7.205,,,,,,
4.529,,,,,,
7.797,,,,,,
4.632,,,,,,
2.633,,,,,,
1.745,,,,,,
6.398,,,,,,
4.531,,,,,,
4.763,,,,,,
2.92,,,,,,
3.582,,,,,,
5.302,,,,,,
2.91,,,,,,
0.926,,,,,,
1.985,,,,,,
0.141,,,,,,
2.094,,,,,,
2.897,,,,,,
6.775,,,,,,
2.225,,,,,,
2.287,,,,,,
2.678,,,,,,
2.466,,,,,,
5.91,,,,,,
0.42,,,,,,
5.675,,,,,,
3.924,,,,,,
1.535,,,,,,
2.421,,,,,,
2.166,,,,,,
2.173,,,,,,
3.787,,,,,,
2.218,,,,,,
4.752,,,,,,
4.758,,,,,,
2.331,,,,,,
4.6,,,,,,
2.713,,,,,,
2.171,,,,,,
9.196,,,,,,
4.299,,,,,,
3.416,,,,,,
3.047,,,,,,
2.485,,,,,,
3.167,,,,,,
2.015,,,,,,
2.947,,,,,,
5.133,,,,,,
2.679,,,,,,
3.048,,,,,,
6.563,,,,,,
6.235,,,,,,
2.158,,,,,,
2.58,,,,,,
7.666,,,,,,
2.569,,,,,,
8.418,,,,,,
29.793,,,,,,
4.865,,,,,,
5.359,,,,,,
2.285,,,,,,
0.187,,,,,,
3.048,,,,,,
4.635,,,,,,
2.427,,,,,,
3.405,,,,,,
3.703,,,,,,
3.656,,,,,,
2.543,,,,,,
2.587,,,,,,
5.089,,,,,,
9.381,,,,,,
3.754,,,,,,
4.698,,,,,,
0.299,,,,,,
2.44,,,,,,
2.018,,,,,,
3.235,,,,,,
2.374,,,,,,
2.17,,,,,,
2.592,,,,,,
4.174,,,,,,
2.561,,,,,,
10.443,,,,,,
1.785,,,,,,
2.187,,,,,,
2.92,,,,,,
1.982,,,,,,
9.938,,,,,,
2.47,,,,,,
3.937,,,,,,
2.022,,,,,,
6.901,,,,,,
4.862,,,,,,
3.772,,,,,,
5.069,,,,,,
5.118,,,,,,
7.333,,,,,,
5.16,,,,,,
4.679,,,,,,
2.237,,,,,,
3.15,,,,,,
2.617,,,,,,
1.085,,,,,,
3.048,,,,,,
1.98,,,,,,
3.983,,,,,,
0.49,,,,,,
2.338,,,,,,
2.231,,,,,,
0.131,,,,,,
1.49,,,,,,
2.209,,,,,,
2.061,,,,,,
2.779,,,,,,
2.312,,,,,,
4.026,,,,,,
2.025,,,,,,
6.757,,,,,,
5.522,,,,,,
5.844,,,,,,
2.252,,,,,,
2.32,,,,,,
0.579,,,,,,
3.159,,,,,,
2.421,,,,,,
2.403,,,,,,
4.289,,,,,,
3.624,,,,,,
5.277,,,,,,
4.091,,,,,,
4.158,,,,,,
6.318,,,,,,
6.332,,,,,,
2.014,,,,,,
5.402,,,,,,
3.48,,,,,,
5.134,,,,,,
4.829,,,,,,
2.688,,,,,,
2.701,,,,,,
7.586,,,,,,
2.157,,,,,,
2.204,,,,,,
2.213,,,,,,
3.038,,,,,,
4.271,,,,,,
2.729,,,,,,
5.814,,,,,,
2.08,,,,,,
3.299,,,,,,
2.914,,,,,,
4.453,,,,,,
2.669,,,,,,
6.302,,,,,,
3.901,,,,,,
2.11,,,,,,
2.095,,,,,,
2.254,,,,,,
3.729,,,,,,
1.407,,,,,,
2.569,,,,,,
2.865,,,,,,
1.169,,,,,,
1.566,,,,,,
2.068,,,,,,
1.702,,,,,,
2.499,,,,,,
3.372,,,,,,
2.275,,,,,,
9.144,,,,,,
4.778,,,,,,
1.943,,,,,,
0.643,,,,,,
6.486,,,,,,
8.18,,,,,,
4.539,,,,,,
16.641,,,,,,
2.717,,,,,,
1.78,,,,,,
5.703,,,,,,
4.817,,,,,,
4.132,,,,,,
2.725,,,,,,
2.089,,,,,,
3.317,,,,,,
1.967,,,,,,
2.769,,,,,,
2.359,,,,,,
3.441,,,,,,
2.656,,,,,,
16.071,,,,,,
2.001,,,,,,
3.451,,,,,,
6.956,,,,,,
2.252,,,,,,
2.161,,,,,,
6.022,,,,,,
2.284,,,,,,
2.475,,,,,,
3.852,,,,,,
4.887,,,,,,
1.256,,,,,,
3.635,,,,,,
2.837,,,,,,
4.212,,,,,,
4.182,,,,,,
2.946,,,,,,
4.524,,,,,,
4.104,,,,,,
2.205,,,,,,
2.312,,,,,,
5.391,,,,,,
1.509,,,,,,
3.047,,,,,,
4.625,,,,,,
3.872,,,,,,
2.791,,,,,,
4.968,,,,,,
3.788,,,,,,
2.448,,,,,,
4.778,,,,,,
3.008,,,,,,
0.023,,,,,,
4.428,,,,,,
1.84,,,,,,
3.171,,,,,,
3.717,,,,,,
2.349,,,,,,
4.328,,,,,,
2.382,,,,,,
2.543,,,,,,
2.496,,,,,,
6.6,,,,,,
2.491,,,,,,
2.657,,,,,,
5.219,,,,,,
3.048,,,,,,
3.933,,,,,,
0.058,,,,,,
2.323,,,,,,
7.529,,,,,,
2.162,,,,,,
2.159,,,,,,
3.048,,,,,,
6.062,,,,,,
8.357,,,,,,
2.307,,,,,,
2.717,,,,,,
4.341,,,,,,
3.065,,,,,,
14.981,,,,,,
6.969,,,,,,
3.015,,,,,,
2.176,,,,,,
5.309,,,,,,
3.443,,,,,,
3.438,,,,,,
2.172,,,,,,
2.591,,,,,,
7.409,,,,,,
4.255,,,,,,
3.135,,,,,,
2.622,,,,,,
1.913,,,,,,
5.732,,,,,,
4.191,,,,,,
2.234,,,,,,
3.902,,,,,,
4.745,,,,,,
2.648,,,,,,
4.389,,,,,,
2.066,,,,,,
4.316,,,,,,
2.415,,,,,,
4.449,,,,,,
2.46,,,,,,
2.193,,,,,,
0.048,,,,,,
3.617,,,,,,
0.823,,,,,,
4.332,,,,,,
1.67,,,,,,
4.962,,,,,,
2.416,,,,,,
5.55,,,,,,
0.399,,,,,,
2.333,,,,,,
2.084,,,,,,
3.966,,,,,,
5.463,,,,,,
3.048,,,,,,
2.229,,,,,,
2.178,,,,,,
4.248,,,,,,
3.357,,,,,,
2.41,,,,,,
2.642,,,,,,
3.25,,,,,,
2.307,,,,,,
3.403,,,,,,
3.929,,,,,,
2.087,,,,,,
3.238,,,,,,
1.859,,,,,,
3.366,,,,,,
2.009,,,,,,
2.376,,,,,,
4.053,,,,,,
9.143,,,,,,
2.223,,,,,,
4.609,,,,,,
3.761,,,,,,
9.366,,,,,,
3.983,,,,,,
4.781,,,,,,
3.789,,,,,,
3.999,,,,,,
3.047,,,,,,
5.09,,,,,,
3.048,,,,,,
2.933,,,,,,
4.534,,,,,,
5.204,,,,,,
4.785,,,,,,
4.522,,,,,,
3.041,,,,,,
7.035,,,,,,
3.252,,,,,,
2.112,,,,,,
2.38,,,,,,
4.131,,,,,,
0.285,,,,,,
2.069,,,,,,
3.048,,,,,,
3.048,,,,,,
2.075,,,,,,
3.85,,,,,,
4.336,,,,,,
4.579,,,,,,
2.549,,,,,,
0.172,,,,,,
5.033,,,,,,
2.142,,,,,,
2.4,,,,,,
2.355,,,,,,
4.138,,,,,,
4.737,,,,,,
2.485,,,,,,
2.538,,,,,,
3.048,,,,,,
2.182,,,,,,
3.048,,,,,,
2.018,,,,,,
2.016,,,,,,
4.778,,,,,,
6.0,,,,,,
3.048,,,,,,
3.048,,,,,,
2.069,,,,,,
2.173,,,,,,
4.377,,,,,,
2.77,,,,,,
4.025,,,,,,
4.514,,,,,,
2.261,,,,,,
2.625,,,,,,
4.199,,,,,,
2.213,,,,,,
5.591,,,,,,
2.907,,,,,,
2.544,,,,,,
0.636,,,,,,
0.422,,,,,,
2.021,,,,,,
6.385,,,,,,
2.056,,,,,,
2.313,,,,,,
2.593,,,,,,
4.236,,,,,,
2.09,,,,,,
5.499,,,,,,
6.263,,,,,,
2.998,,,,,,
2.207,,,,,,
0.585,,,,,,
2.994,,,,,,
5.437,,,,,,
5.204,,,,,,
2.17,,,,,,
4.005,,,,,,
6.692,,,,,,
0.075,,,,,,
5.094,,,,,,
2.917,,,,,,
4.008,,,,,,
1.8,,,,,,
2.158,,,,,,
5.381,,,,,,
2.261,,,,,,
5.913,,,,,,
2.087,,,,,,
2.225,,,,,,
0.504,,,,,,
0.455,,,,,,
10.14,,,,,,
7.868,,,,,,
4.402,,,,,,
9.495,,,,,,
2.09,,,,,,
3.048,,,,,,
5.05,,,,,,
6.096,,,,,,
2.075,,,,,,
1.79,,,,,,
2.099,,,,,,
2.535,,,,,,
7.353,,,,,,
2.702,,,,,,
6.096,,,,,,
2.345,,,,,,
0.139,,,,,,
2.908,,,,,,
10.43,,,,,,
2.464,,,,,,
3.048,,,,,,
2.088,,,,,,
2.465,,,,,,
2.886,,,,,,
2.927,,,,,,
1.595,,,,,,
6.005,,,,,,
5.553,,,,,,
2.63,,,,,,
2.002,,,,,,
1.95,,,,,,
1.673,,,,,,
2.052,,,,,,
3.002,,,,,,
2.743,,,,,,
5.765,,,,,,
0.807,,,,,,
2.605,,,,,,
2.412,,,,,,
2.347,,,,,,
4.522,,,,,,
2.773,,,,,,
2.373,,,,,,
3.067,,,,,,
2.541,,,,,,
5.49,,,,,,
3.81,,,,,,
2.723,,,,,,
2.144,,,,,,
3.235,,,,,,
2.12,,,,,,
2.306,,,,,,
1.986,,,,,,
2.386,,,,,,
6.278,,,,,,
5.337,,,,,,
3.26,,,,,,
