distance,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
4093.34,,,,,,
45.02,,,,,,
8625.8,,,,,,
11393.77,,,,,,
19.75,,,,,,
11401.69,,,,,,
45.02,,,,,,
8664.6,,,,,,
19.75,,,,,,
30.45,,,,,,
19.75,,,,,,
11528.37,,,,,,
8732.35,,,,,,
45.02,,,,,,
45.02,,,,,,
11589.73,,,,,,
11659.4,,,,,,
11816.65,,,,,,
3667.0,,,,,,
11917.2,,,,,,
40.87,,,,,,
8809.8,,,,,,
30.45,,,,,,
11952.83,,,,,,
3863.33,,,,,,
3863.33,,,,,,
3863.33,,,,,,
3863.33,,,,,,
3863.33,,,,,,
3863.33,,,,,,
3863.33,,,,,,
18.44,,,,,,
11290.85,,,,,,
89.46,,,,,,
1282.34,,,,,,
0.0,,,,,,
1335.19,,,,,,
0.0,,,,,,
1.44,,,,,,
1501.48,,,,,,
139.35,,,,,,
9.63,,,,,,
0.0,,,,,,
267.34,,,,,,
366.76,,,,,,
0.0,,,,,,
1785.04,,,,,,
2063.88,,,,,,
18.44,,,,,,
16.23,,,,,,
3986.13,,,,,,
4036.8,,,,,,
2113.68,,,,,,
18.44,,,,,,
2587.83,,,,,,
4220.7,,,,,,
2886.41,,,,,,
18.44,,,,,,
18.44,,,,,,
467.57,,,,,,
3215.92,,,,,,
3234.01,,,,,,
18.44,,,,,,
1562.81,,,,,,
0.0,,,,,,
16.23,,,,,,
5383.13,,,,,,
5383.13,,,,,,
4489.16,,,,,,
16.23,,,,,,
692.42,,,,,,
714.59,,,,,,
0.0,,,,,,
755.76,,,,,,
3268.84,,,,,,
0.0,,,,,,
891.94,,,,,,
377.05,,,,,,
929.95,,,,,,
30.45,,,,,,
948.16,,,,,,
3529.62,,,,,,
0.0,,,,,,
0.0,,,,,,
1014.67,,,,,,
30.45,,,,,,
2598.41,,,,,,
16.23,,,,,,
3583.5,,,,,,
1058.21,,,,,,
3612.66,,,,,,
30.45,,,,,,
0.0,,,,,,
3790.29,,,,,,
1101.06,,,,,,
0.0,,,,,,
8143.62,,,,,,
1135.9,,,,,,
1141.44,,,,,,
3889.45,,,,,,
1153.32,,,,,,
4.57,,,,,,
1175.49,,,,,,
1225.37,,,,,,
4.57,,,,,,
1228.15,,,,,,
3916.37,,,,,,
30.45,,,,,,
1387.35,,,,,,
3378.29,,,,,,
1433.76,,,,,,
9.63,,,,,,
1447.22,,,,,,
9.63,,,,,,
1447.22,,,,,,
9.63,,,,,,
4745.18,,,,,,
4057.72,,,,,,
6053.32,,,,,,
4079.09,,,,,,
4212.32,,,,,,
5466.26,,,,,,
1379.23,,,,,,
4342.07,,,,,,
4349.2,,,,,,
4385.86,,,,,,
30.45,,,,,,
4407.23,,,,,,
4452.35,,,,,,
5770.25,,,,,,
4668.39,,,,,,
18.44,,,,,,
4685.98,,,,,,
30.45,,,,,,
4946.18,,,,,,
16.23,,,,,,
1459.1,,,,,,
5210.89,,,,,,
1511.35,,,,,,
19.75,,,,,,
18.44,,,,,,
1680.78,,,,,,
5713.2,,,,,,
864.23,,,,,,
5755.95,,,,,,
1794.79,,,,,,
1887.42,,,,,,
5297.62,,,,,,
1899.3,,,,,,
5944.39,,,,,,
2135.25,,,,,,
2292.79,,,,,,
16.23,,,,,,
2373.56,,,,,,
0.0,,,,,,
0.0,,,,,,
2394.93,,,,,,
16.23,,,,,,
2528.73,,,,,,
5802.71,,,,,,
5963.84,,,,,,
146.18,,,,,,
171.51,,,,,,
16.23,,,,,,
16.23,,,,,,
16.23,,,,,,
5370.46,,,,,,
36.93,,,,,,
2695.0,,,,,,
0.0,,,,,,
30.45,,,,,,
3103.66,,,,,,
3221.48,,,,,,
16.23,,,,,,
1506.57,,,,,,
127.23,,,,,,
248.36,,,,,,
3481.4,,,,,,
3627.41,,,,,,
5700.57,,,,,,
18.44,,,,,,
0.0,,,,,,
16.23,,,,,,
0.0,,,,,,
654.61,,,,,,
654.61,,,,,,
1485.98,,,,,,
259.44,,,,,,
700.06,,,,,,
746.77,,,,,,
806.99,,,,,,
5877.09,,,,,,
3337.92,,,,,,
3353.76,,,,,,
972.61,,,,,,
1335.79,,,,,,
4182.9,,,,,,
4668.0,,,,,,
4497.13,,,,,,
4497.13,,,,,,
4501.36,,,,,,
4651.37,,,,,,
0.0,,,,,,
0.0,,,,,,
0.0,,,,,,
4709.96,,,,,,
4732.92,,,,,,
5024.22,,,,,,
2955.76,,,,,,
5189.6,,,,,,
5205.44,,,,,,
5024.22,,,,,,
1.58,,,,,,
0.0,,,,,,
0.0,,,,,,
5217.0,,,,,,
5217.0,,,,,,
5238.38,,,,,,
5024.22,,,,,,
0.0,,,,,,
1.58,,,,,,
5365.07,,,,,,
1.58,,,,,,
1.58,,,,,,
5432.37,,,,,,
5496.5,,,,,,
1.58,,,,,,
224.1,,,,,,
0.0,,,,,,
5759.37,,,,,,
1.58,,,,,,
5803.7,,,,,,
0.0,,,,,,
6138.61,,,,,,
1.58,,,,,,
5938.31,,,,,,
6618.64,,,,,,
1.58,,,,,,
1128.79,,,,,,
1133.54,,,,,,
1162.83,,,,,,
1211.12,,,,,,
1260.21,,,,,,
1313.26,,,,,,
0.0,,,,,,
1425.03,,,,,,
1468.56,,,,,,
6273.99,,,,,,
1592.53,,,,,,
6152.86,,,,,,
6171.86,,,,,,
6407.82,,,,,,
6226.49,,,,,,
3255.23,,,,,,
257.74,,,,,,
548.52,,,,,,
0.0,,,,,,
562.77,,,,,,
607.9,,,,,,
1.58,,,,,,
6236.78,,,,,,
204.59,,,,,,
1.58,,,,,,
358.19,,,,,,
23.09,,,,,,
21.93,,,,,,
413.61,,,,,,
1.58,,,,,,
585.73,,,,,,
4706.82,,,,,,
1576.65,,,,,,
1644.73,,,,,,
849.38,,,,,,
8690.38,,,,,,
4768.74,,,,,,
929.27,,,,,,
1905.07,,,,,,
1920.44,,,,,,
1048.82,,,,,,
8690.38,,,,,,
8690.38,,,,,,
6590.14,,,,,,
0.0,,,,,,
4874.75,,,,,,
6618.64,,,,,,
3098.7,,,,,,
1146.21,,,,,,
5373.24,,,,,,
3226.35,,,,,,
24.51,,,,,,
3232.68,,,,,,
24.51,,,,,,
0.0,,,,,,
23.09,,,,,,
4129.55,,,,,,
4136.27,,,,,,
24.51,,,,,,
1390.85,,,,,,
6572.1,,,,,,
0.0,,,,,,
24.51,,,,,,
1574.32,,,,,,
0.0,,,,,,
24.51,,,,,,
7172.96,,,,,,
24.51,,,,,,
5447.08,,,,,,
24.51,,,,,,
2285.25,,,,,,
8690.38,,,,,,
3005.47,,,,,,
3091.47,,,,,,
3108.1,,,,,,
12132.27,,,,,,
5911.81,,,,,,
5928.44,,,,,,
24.51,,,,,,
5962.73,,,,,,
24.51,,,,,,
5977.77,,,,,,
24.51,,,,,,
6131.77,,,,,,
0.0,,,,,,
6464.86,,,,,,
6568.14,,,,,,
6582.39,,,,,,
6598.13,,,,,,
24.51,,,,,,
59.7,,,,,,
9959.56,,,,,,
10097.8,,,,,,
7114.49,,,,,,
10537.12,,,,,,
24.51,,,,,,
7321.77,,,,,,
11117.62,,,,,,
8153.36,,,,,,
11515.86,,,,,,
26.36,,,,,,
27.81,,,,,,
8599.11,,,,,,
97.38,,,,,,
43.54,,,,,,
11780.83,,,,,,
9862.84,,,,,,
24.51,,,,,,
