heart_rate,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
101,,,,,,
65,,,,,,
79,,,,,,
66,,,,,,
81,,,,,,
63,,,,,,
79,,,,,,
66,,,,,,
88,,,,,,
64,,,,,,
93,,,,,,
92,,,,,,
65,,,,,,
90,,,,,,
62,,,,,,
85,,,,,,
63,,,,,,
71,,,,,,
84,,,,,,
72,,,,,,
87,,,,,,
69,,,,,,
71,,,,,,
93,,,,,,
81,,,,,,
96,,,,,,
85,,,,,,
100,,,,,,
89,,,,,,
98,,,,,,
79,,,,,,
97,,,,,,
63,,,,,,
96,,,,,,
68,,,,,,
64,,,,,,
93,,,,,,
62,,,,,,
91,,,,,,
61,,,,,,
90,,,,,,
63,,,,,,
94,,,,,,
61,,,,,,
91,,,,,,
60,,,,,,
79,,,,,,
58,,,,,,
82,,,,,,
62,,,,,,
79,,,,,,
89,,,,,,
81,,,,,,
76,,,,,,
85,,,,,,
80,,,,,,
79,,,,,,
73,,,,,,
74,,,,,,
77,,,,,,
83,,,,,,
71,,,,,,
82,,,,,,
67,,,,,,
85,,,,,,
64,,,,,,
81,,,,,,
70,,,,,,
86,,,,,,
66,,,,,,
78,,,,,,
64,,,,,,
82,,,,,,
60,,,,,,
85,,,,,,
66,,,,,,
94,,,,,,
65,,,,,,
96,,,,,,
66,,,,,,
83,,,,,,
65,,,,,,
97,,,,,,
67,,,,,,
106,,,,,,
70,,,,,,
104,,,,,,
77,,,,,,
95,,,,,,
91,,,,,,
98,,,,,,
71,,,,,,
92,,,,,,
68,,,,,,
80,,,,,,
75,,,,,,
77,,,,,,
67,,,,,,
96,,,,,,
65,,,,,,
98,,,,,,
66,,,,,,
94,,,,,,
96,,,,,,
73,,,,,,
93,,,,,,
83,,,,,,
94,,,,,,
72,,,,,,
96,,,,,,
68,,,,,,
101,,,,,,
71,,,,,,
95,,,,,,
81,,,,,,
93,,,,,,
88,,,,,,
97,,,,,,
87,,,,,,
101,,,,,,
85,,,,,,
109,,,,,,
87,,,,,,
108,,,,,,
84,,,,,,
109,,,,,,
0,,,,,,
105,,,,,,
108,,,,,,
110,,,,,,
106,,,,,,
89,,,,,,
85,,,,,,
102,,,,,,
99,,,,,,
97,,,,,,
94,,,,,,
98,,,,,,
92,,,,,,
87,,,,,,
90,,,,,,
76,,,,,,
92,,,,,,
88,,,,,,
80,,,,,,
70,,,,,,
78,,,,,,
80,,,,,,
72,,,,,,
76,,,,,,
74,,,,,,
75,,,,,,
78,,,,,,
79,,,,,,
89,,,,,,
77,,,,,,
85,,,,,,
76,,,,,,
83,,,,,,
86,,,,,,
79,,,,,,
98,,,,,,
85,,,,,,
103,,,,,,
87,,,,,,
83,,,,,,
89,,,,,,
106,,,,,,
94,,,,,,
101,,,,,,
81,,,,,,
99,,,,,,
76,,,,,,
105,,,,,,
90,,,,,,
98,,,,,,
93,,,,,,
100,,,,,,
92,,,,,,
94,,,,,,
96,,,,,,
94,,,,,,
89,,,,,,
93,,,,,,
91,,,,,,
80,,,,,,
97,,,,,,
82,,,,,,
96,,,,,,
78,,,,,,
92,,,,,,
87,,,,,,
74,,,,,,
71,,,,,,
73,,,,,,
83,,,,,,
77,,,,,,
84,,,,,,
80,,,,,,
91,,,,,,
78,,,,,,
96,,,,,,
90,,,,,,
94,,,,,,
95,,,,,,
65,,,,,,
76,,,,,,
67,,,,,,
69,,,,,,
66,,,,,,
80,,,,,,
82,,,,,,
68,,,,,,
81,,,,,,
65,,,,,,
76,,,,,,
73,,,,,,
86,,,,,,
84,,,,,,
79,,,,,,
76,,,,,,
98,,,,,,
77,,,,,,
92,,,,,,
67,,,,,,
78,,,,,,
73,,,,,,
63,,,,,,
83,,,,,,
68,,,,,,
81,,,,,,
75,,,,,,
80,,,,,,
69,,,,,,
79,,,,,,
76,,,,,,
82,,,,,,
77,,,,,,
77,,,,,,
83,,,,,,
61,,,,,,
73,,,,,,
63,,,,,,
81,,,,,,
57,,,,,,
82,,,,,,
56,,,,,,
79,,,,,,
55,,,,,,
77,,,,,,
60,,,,,,
76,,,,,,
69,,,,,,
78,,,,,,
86,,,,,,
63,,,,,,
91,,,,,,
60,,,,,,
85,,,,,,
59,,,,,,
83,,,,,,
80,,,,,,
62,,,,,,
76,,,,,,
64,,,,,,
72,,,,,,
61,,,,,,
78,,,,,,
60,,,,,,
77,,,,,,
64,,,,,,
82,,,,,,
67,,,,,,
86,,,,,,
66,,,,,,
87,,,,,,
73,,,,,,
83,,,,,,
78,,,,,,
82,,,,,,
83,,,,,,
85,,,,,,
90,,,,,,
74,,,,,,
80,,,,,,
64,,,,,,
74,,,,,,
63,,,,,,
73,,,,,,
67,,,,,,
74,,,,,,
78,,,,,,
73,,,,,,
79,,,,,,
86,,,,,,
77,,,,,,
91,,,,,,
81,,,,,,
82,,,,,,
79,,,,,,
83,,,,,,
86,,,,,,
92,,,,,,
80,,,,,,
102,,,,,,
64,,,,,,
106,,,,,,
61,,,,,,
104,,,,,,
58,,,,,,
56,,,,,,
106,,,,,,
58,,,,,,
110,,,,,,
55,,,,,,
105,,,,,,
54,,,,,,
100,,,,,,
89,,,,,,
58,,,,,,
81,,,,,,
59,,,,,,
84,,,,,,
58,,,,,,
95,,,,,,
93,,,,,,
59,,,,,,
92,,,,,,
89,,,,,,
58,,,,,,
87,,,,,,
60,,,,,,
59,,,,,,
99,,,,,,
58,,,,,,
102,,,,,,
86,,,,,,
59,,,,,,
85,,,,,,
57,,,,,,
77,,,,,,
79,,,,,,
92,,,,,,
56,,,,,,
103,,,,,,
55,,,,,,
93,,,,,,
85,,,,,,
56,,,,,,
78,,,,,,
80,,,,,,
55,,,,,,
74,,,,,,
57,,,,,,
85,,,,,,
88,,,,,,
56,,,,,,
82,,,,,,
84,,,,,,
55,,,,,,
83,,,,,,
56,,,,,,
84,,,,,,
55,,,,,,
80,,,,,,
54,,,,,,
81,,,,,,
69,,,,,,
90,,,,,,
87,,,,,,
85,,,,,,
99,,,,,,
110,,,,,,
111,,,,,,
107,,,,,,
103,,,,,,
105,,,,,,
103,,,,,,
53,,,,,,
110,,,,,,
105,,,,,,
98,,,,,,
101,,,,,,
102,,,,,,
94,,,,,,
54,,,,,,
97,,,,,,
88,,,,,,
83,,,,,,
85,,,,,,
106,,,,,,
84,,,,,,
55,,,,,,
91,,,,,,
81,,,,,,
58,,,,,,
75,,,,,,
57,,,,,,
73,,,,,,
56,,,,,,
74,,,,,,
55,,,,,,
78,,,,,,
81,,,,,,
82,,,,,,
58,,,,,,
83,,,,,,
64,,,,,,
72,,,,,,
62,,,,,,
67,,,,,,
64,,,,,,
75,,,,,,
61,,,,,,
77,,,,,,
60,,,,,,
81,,,,,,
80,,,,,,
59,,,,,,
85,,,,,,
61,,,,,,
62,,,,,,
82,,,,,,
63,,,,,,
89,,,,,,
62,,,,,,
94,,,,,,
57,,,,,,
89,,,,,,
61,,,,,,
82,,,,,,
58,,,,,,
77,,,,,,
56,,,,,,
76,,,,,,
63,,,,,,
80,,,,,,
79,,,,,,
90,,,,,,
76,,,,,,
91,,,,,,
80,,,,,,
76,,,,,,
70,,,,,,
91,,,,,,
97,,,,,,
74,,,,,,
100,,,,,,
72,,,,,,
97,,,,,,
68,,,,,,
105,,,,,,
75,,,,,,
90,,,,,,
88,,,,,,
90,,,,,,
92,,,,,,
86,,,,,,
72,,,,,,
74,,,,,,
67,,,,,,
61,,,,,,
68,,,,,,
73,,,,,,
69,,,,,,
94,,,,,,
72,,,,,,
96,,,,,,
74,,,,,,
93,,,,,,
73,,,,,,
90,,,,,,
74,,,,,,
102,,,,,,
