current_activity_type_intensity
70
104
8
104
8
104
8
136
8
38
104
8
104
8
104
70
8
104
128
136
8
38
72
160
104
8
102
70
160
38
136
8
70
128
136
168
104
70
72
8
6
128
104
8
104
8
72
8
72
8
104
102
8
168
8
168
8
104
8
104
8
70
104
38
40
70
8
72
8
72
8
168
102
102
104
160
8
40
8
136
102
8
40
8
104
128
8
104
102
8
104
8
104
70
8
72
8
104
70
104
8
40
8
72
8
104
8
104
8
72
8
136
8
136
102
8
104
8
104
8
104
8
104
8
104
128
8
136
192
8
136
8
136
8
40
8
104
8
136
8
38
104
200
128
70
128
136
200
200
70
70
104
168
168
104
136
8
192
0
104
8
104
8
6
104
136
136
104
70
8
136
8
136
168
104
8
72
8
104
8
136
8
104
8
104
8
168
8
104
8
72
8
168
8
168
8
136
40
70
102
70
102
38
160
8
192
104
6
8
64
104
8
8
72
70
8
72
8
104
8
104
8
6
72
70
160
8
72
8
72
70
8
40
128
70
8
192
104
8
40
8
72
8
72
102
102
6
70
102
160
38
128
6
8
160
8
192
104
70
8
104
96
8
72
8
40
102
8
104
8
104
70
192
8
72
8
72
8
70
160
72
8
104
70
72
192
8
104
8
72
70
8
136
8
40
102
8
136
8
72
8
104
8
72
8
104
8
104
8
72
38
8
8
136
8
72
8
40
8
136
8
104
8
136
8
72
38
8
72
8
6
70
8
72
8
40
8
72
8
70
102
104
8
104
70
8
72
38
8
128
104
8
104
8
102
168
8
104
8
40
8
102
40
8
136
38
8
102
160
104
8
128
72
8
136
8
72
0
168
168
168
104
168
104
8
38
104
136
136
168
104
8
168
136
136
8
104
8
104
8
104
8
136
8
102
104
70
8
104
8
104
192
8
136
6
38
8
136
0
8
104
38
104
70
8
72
8
40
8
40
8
70
104
8
104
8
136
8
136
8
72
8
38
104
128
200
104
8
40
8
168
8
168
134
168
96
136
168
136
168
136
128
104
200
168
168
168
136
70
136
104
8
70
104
70
136
168
136
102
168
134
102
104
168
38
70
136
70
70
136
168
168
128
136
200
38
168
168
136
136
70
136
136
136
70
168
168
160
102
104
104
38
38
136
102
136
128
168
200
38
136
136
160
168
168
38
104
160
104
160
200
160
160
200
102
136
96
136
136
70
160
102
168
160
168
168
38
136
200
168
160
168
168
38
160
136
136
38
160
104
168
136
8
70
160
38
70
38
102
38
136
70
160
200
200
200
38
70
70
38
136
200
104
128
168
168
168
70
70
70
102
70
136
8
70
104
102
200
128
134
160
168
8
104
70
136
168
160
136
136
70
168
168
160
168
168
200
168
38
128
168
38
8
136
8
38
200
192
70
160
160
136
8
104
168
136
70
70
0
6
168
168
192
6
104
8
96
104
8
72
8
72
6
8
72
8
72
192
8
104
8
104
8
72
8
72
8
72
8
72
6
8
40
38
70
160
38
160
6
6
8
104
8
104
8
40
38
8
136
8
104
134
8
6
104
8
128
6
136
8
136
104
134
8
72
8
160
104
104
8
166
72
8
104
8
104
8
104
8
72
8
104
8
104
8
104
8
104
8
104
8
40
8
70
72
8
104
8
38
136
8
136
8
70
104
8
72
8
72
8
104
8
72
8
72
8
72
70
192
8
8
72
192
102
8
40
134
8
38
128
102
72
70
192
8
72
70
8
160
70
40
8
104
8
72
6
102
8
136
6
8
72
70
160
102
70
8
72
128
8
72
8
70
40
8
192
72
8
70
72
160
160
8
134
40
70
38
8
104
8
38
104
8
38
136
102
8
104
70
8
40
38
8
136
8
104
8
102
72
8
136
70
104
8
104
8
104
8
136
200
200
70
200
168
134
168
136
200
134
70
168
168
136
200
102
160
168
136
8
104
70
104
136
168
8
136
168
38
70
104
38
192
70
136
102
102
168
136
102
168
70
70
70
104
102
8
96
102
160
104
8
6
70
136
70
70
168
104
8
70
136
70
70
38
102
6
136
70
70
70
104
134
70
136
168
70
136
38
136
160
168
102
8
136
102
136
136
38
102
6
160
168
136
70
102
104
70
160
136
128
38
136
104
136
38
160
128
160
136
168
136
70
102
168
38
168
70
38
70
166
38
72
8
38
38
128
102
134
70
128
72
134
8
136
38
102
38
104
160
8
70
136
8
70
136
38
102
168
102
70
104
168
70
102
136
136
8
38
72
70
70
102
168
70
136
136
6
168
70
168
168
70
192
70
38
6
192
102
70
38
136
168
70
136
160
192
6
160
102
192
136
8
70
104
168
160
38
128
70
160
160
136
168
70
168
136
70
70
168
70
136
136
70
104
136
70
38
104
160
104
104
38
134
136
102
136
70
8
70
104
64
134
200
104
8
72
8
104
8
70
70
70
128
128
104
8
104
8
136
8
40
38
8
72
8
72
8
72
8
102
38
38
160
70
8
168
70
136
102
104
8
40
8
72
8
136
8
104
8
136
38
160
8
72
70
8
72
8
72
8
72
8
72
8
72
8
40
8
104
102
8
70
72
70
8
104
8
104
8
104
70
8
104
70
8
72
8
104
70
8
104
8
104
8
72
38
8
104
8
136
128
8
40
70
64
8
136
70
8
160
72
8
38
104
8
72
8
70
72
8
40
8
168
8
136
8
104
8
104
8
70
70
104
134
8
104
136
8
72
8
168
38
8
104
38
8
72
8
72
38
160
230
8
70
104
8
104
8
40
70
38
38
8
104
8
104
8
72
8
72
8
70
72
8
72
8
104
8
40
6
8
104
8
72
8
136
8
72
38
70
70
8
104
8
136
8
104
70
8
72
8
72
8
102
72
8
104
8
70
136
8
136
8
104
8
72
8
38
104
8
160
70
136
8
136
8
72
8
136
102
168
136
104
38
104
104
8
168
136
168
70
136
8
70
104
8
104
70
8
70
104
104
136
8
104
8
136
136
8
104
8
104
70
8
104
8
104
8
104
8
104
6
102
8
70
72
128
70
8
160
136
38
136
104
136
192
136
136
136
136
96
136
70
104
8
64
70
136
8
136
8
70
104
104
70
104
8
104
70
104
8
136
8
136
8
160
96
136
8
104
104
134
8
104
38
8
8
168
8
168
136
168
168
168
70
102
200
200
200
168
168
70
136
8
38
136
102
38
192
136
8
38
104
8
72
8
128
160
72
168
168
168
136
136
160
168
70
168
136
168
136
102
168
38
200
70
200
70
168
102
70
168
168
168
70
192
136
168
168
102
168
6
168
168
6
168
168
134
168
168
168
136
38
136
136
102
168
168
168
136
70
168
168
70
168
102
102
102
70
136
70
168
38
168
160
38
166
104
70
136
160
134
104
8
38
192
70
102
104
160
8
104
70
38
8
104
70
8
104
8
40
102
102
102
102
38
128
104
136
72
70
8
104
128
8
72
8
104
70
8
104
102
70
70
8
102
72
8
72
8
102
70
104
70
8
40
8
72
38
8
104
102
70
6
134
38
70
8
104
134
70
8
134
104
8
104
102
8
72
8
104
8
104
70
8
104
8
104
70
8
104
38
8
72
8
72
8
70
72
8
104
8
104
70
70
38
70
128
38
8
72
8
104
8
104
70
8
160
104
8
104
8
134
104
8
72
8
38
104
8
104
8
104
8
168
8
70
70
104
8
136
104
8
104
8
104
8
70
136
8
104
8
104
8
72
8
168
8
104
8
70
104
8
102
104
8
104
72
104
104
38
136
70
104
8
160
136
8
102
192
70
104
96
136
136
104
8
136
70
168
168
200
8
168
168
168
200
168
136
168
136
200
168
168
70
136
136
168
38
136
136
104
168
102
136
8
136
168
136
8
72
72
104
8
104
8
104
8
104
70
8
72
8
136
6
104
8
104
104
8
72
8
136
70
104
70
104
104
8
72
8
72
160
8
104
8
136
136
168
136
6
200
70
136
70
168
70
70
136
136
192
70
168
168
38
168
38
104
38
104
38
8
70
104
8
104
8
72
8
72
70
8
104
38
8
128
102
136
8
38
70
104
6
136
70
160
102
136
128
6
168
168
168
72
168
168
104
8
40
8
40
8
38
8
104
8
72
8
72
8
70
136
8
104
136
136
38
70
104
6
128
192
104
70
8
72
104
168
136
136
136
8
70
104
104
134
102
104
72
70
104
8
104
8
136
8
72
8
104
8
104
8
40
8
104
8
136
8
72
8
104
8
104
8
40
8
104
8
72
8
40
8
38
136
168
70
136
38
70
136
104
38
128
104
38
136
128
104
8
38
72
70
160
168
104
136
160
70
8
104
102
72
8
70
104
8
168
38
104
8
72
6
8
72
38
134
8
104
38
8
72
8
72
102
102
8
192
104
38
8
6
70
136
8
70
72
8
104
102
8
40
8
72
8
72
8
104
160
8
104
8
72
8
72
8
192
104
70
8
72
70
70
102
70
192
70
8
160
72
102
38
160
38
192
70
8
38
70
72
8
192
104
8
72
8
72
192
6
8
104
8
72
8
104
8
104
8
70
72
102
32
8
6
104
8
72
8
72
8
72
8
104
70
8
72
192
8
136
38
8
102
72
8
136
160
8
38
104
8
160
104
6
160
102
8
72
192
8
72
102
160
8
72
38
192
70
8
72
128
70
38
8
104
6
160
128
70
6
8
72
128
160
8
104
8
72
8
104
38
160
8
8
72
8
104
8
72
8
136
70
8
136
8
104
8
72
8
72
38
8
70
104
8
6
104
8
104
38
8
6
160
70
104
38
8
1
38
104
70
8
128
104
8
104
8
38
104
8
38
104
8
70
104
8
40
136
200
160
102
70
104
134
168
192
136
136
136
136
136
38
38
38
38
136
8
38
136
70
102
38
136
136
8
160
70
70
136
38
70
104
38
104
70
104
160
8
104
8
72
8
72
8
40
8
40
8
72
8
104
8
104
8
72
70
8
72
8
136
104
8
40
8
136
8
72
8
72
8
72
8
104
40
8
72
8
104
8
72
8
104
8
40
8
72
8
136
70
136
168
168
70
168
8
168
168
136
8
136
8
96
136
168
104
70
136
6
38
136
104
8
102
104
8
136
8
128
104
8
168
8
168
160
136
70
136
128
136
104
136
136
8
70
70
104
38
70
136
136
200
168
70
136
104
8
168
70
136
70
136
134
70
104
200
72
8
136
136
6
70
104
8
102
40
8
102
136
8
104
102
8
38
104
70
70
8
134
70
104
200
136
136
104
200
168
70
104
104
70
38
160
102
38
104
200
136
168
168
38
168
168
136
102
72
70
136
128
136
168
168
136
136
136
104
8
136
8
70
136
104
8
72
8
72
72
8
168
136
136
136
136
136
168
8
136
136
136
168
38
102
70
200
200
134
200
38
104
38
128
134
8
104
8
72
8
38
160
136
70
104
8
72
192
38
96
8
96
136
6
70
136
8
72
192
8
104
128
70
8
72
8
72
8
72
8
72
8
72
8
72
8
104
8
102
104
8
104
8
72
8
104
8
104
8
72
70
8
104
8
104
8
104
8
104
8
72
8
72
8
104
134
8
104
8
70
72
8
70
72
96
8
102
136
102
8
136
70
8
104
8
72
6
8
38
104
8
72
8
72
8
136
70
8
104
8
104
8
72
8
104
8
40
8
72
102
8
136
6
8
104
8
104
8
38
104
70
8
128
136
8
72
8
104
8
72
8
72
8
72
8
72
8
8
70
104
8
72
8
72
8
104
8
104
8
104
8
40
8
40
70
8
104
8
102
136
136
136
38
136
136
104
70
192
136
128
136
136
168
200
104
168
38
136
136
168
38
72
70
104
136
8
40
38
136
136
8
136
6
128
160
104
8
136
104
136
70
168
136
104
8
40
8
136
70
70
40
8
136
38
72
104
102
128
40
168
102
70
96
70
70
70
136
8
192
38
136
192
38
160
104
136
8
104
104
38
38
136
136
8
192
70
70
136
128
104
8
136
70
70
136
136
160
168
70
104
72
168
72
70
136
168
136
192
136
6
192
104
6
96
102
192
38
168
102
200
38
102
168
70
136
8
102
104
70
8
104
128
70
38
6
8
104
198
8
72
8
72
8
70
104
8
104
8
136
40
8
40
8
104
102
104
136
128
136
6
8
38
104
8
104
104
102
70
38
128
104
8
72
70
8
38
40
8
104
8
72
8
72
160
8
70
38
40
8
102
72
8
72
102
8
72
8
40
8
72
6
8
40
8
70
104
8
136
8
104
104
70
8
104
8
134
40
8
72
70
8
128
72
38
8
102
136
8
70
102
70
8
200
8
200
102
168
102
168
160
70
192
192
192
136
6
70
160
128
136
136
136
72
6
128
104
70
160
102
38
102
104
8
72
8
70
102
136
8
70
40
102
102
102
8
104
70
160
38
6
160
8
72
8
104
8
104
8
72
70
8
136
8
72
8
72
8
70
38
72
32
102
102
8
128
104
8
104
6
70
8
72
70
102
8
104
96
192
8
72
38
8
70
40
70
8
104
8
72
8
38
40
8
72
8
72
8
70
104
8
72
70
8
104
70
8
104
8
134
72
6
70
102
8
72
8
104
8
72
8
70
104
8
102
72
8
104
8
104
70
8
40
8
72
134
8
72
8
72
8
70
104
8
70
104
8
136
70
160
8
72
8
104
136
8
104
8
136
134
8
104
128
8
72
8
104
8
104
8
72
70
8
38
72
8
72
192
70
32
8
38
40
160
8
104
8
104
8
104
38
8
72
8
104
8
104
8
72
8
136
8
72
70
8
104
70
8
104
8
72
8
72
160
70
38
8
136
8
102
72
8
136
8
104
8
72
8
72
8
96
72
8
136
8
40
8
104
8
104
8
70
40
8
104
8
102
136
136
136
102
104
136
168
70
136
6
136
104
8
40
8
104
8
104
8
192
104
8
104
8
72
70
8
104
8
70
104
0
8
40
128
8
136
8
72
8
72
8
8
72
8
104
8
136
8
136
70
8
70
72
8
72
8
104
8
104
136
72
168
38
168
38
136
136
136
136
104
136
168
104
8
136
192
136
104
136
70
136
104
8
72
70
8
70
72
8
40
8
104
8
40
6
8
40
8
72
8
72
8
136
160
104
102
38
70
8
72
160
70
8
72
8
104
8
104
8
102
72
38
160
8
104
8
104
8
104
8
72
8
136
70
96
8
136
8
38
200
168
200
200
136
168
136
168
200
232
70
136
136
136
200
136
168
168
168
168
168
168
104
104
104
8
70
6
136
104
104
200
136
8
40
200
136
38
38
128
136
136
70
102
104
104
70
136
102
38
104
8
136
38
136
192
8
136
8
136
128
38
104
104
8
104
38
38
8
104
8
72
8
104
38
8
72
8
40
8
104
38
128
8
72
8
72
38
38
8
70
72
8
70
72
128
192
8
72
8
136
8
70
70
136
8
128
102
136
6
136
104
8
136
8
72
70
8
104
8
136
8
72
70
38
8
72
8
136
102
104
70
8
104
104
8
72
70
8
70
128
38
160
104
8
6
40
8
8
104
8
72
8
136
102
8
104
8
128
38
104
102
102
192
70
70
8
72
8
72
8
72
8
104
8
72
70
8
72
192
8
72
8
104
102
102
102
70
70
134
8
72
8
72
160
8
40
8
104
8
72
6
8
40
134
8
72
102
128
8
136
192
8
72
8
104
70
8
72
160
6
8
38
104
38
8
136
8
70
104
8
72
160
70
8
72
38
8
104
70
8
104
8
104
70
70
160
8
104
70
8
128
136
8
104
128
8
104
8
104
8
72
70
8
8
40
8
102
104
8
104
8
70
104
6
70
8
136
8
136
38
134
8
136
8
104
8
104
134
8
136
8
72
8
102
38
104
8
104
8
8
136
136
38
136
8
72
136
168
70
160
104
70
160
8
40
8
102
104
8
104
70
8
136
70
8
8
104
8
136
104
102
136
8
72
6
200
168
104
8
168
72
136
136
70
8
96
134
136
70
70
136
70
72
8
72
8
72
8
200
136
128
136
8
134
104
192
70
70
192
102
104
104
70
8
136
192
136
70
8
168
70
136
160
70
104
70
104
70
70
38
38
160
104
8
104
70
136
136
70
8
38
136
70
136
104
8
40
8
72
8
136
8
134
70
104
8
136
136
8
72
8
136
8
40
70
8
104
8
72
8
40
8
104
6
8
104
8
104
102
8
72
8
40
8
40
8
72
8
40
8
102
104
8
72
8
72
136
38
136
136
38
136
8
104
70
136
6
8
136
8
104
8
102
136
8
128
102
160
38
104
8
160
102
104
6
38
136
8
70
102
102
128
104
70
104
8
104
136
104
8
136
8
104
136
104
70
8
104
8
70
136
136
8
70
102
104
8
104
136
8
104
104
38
6
104
136
8
136
168
168
136
70
8
70
38
104
8
72
8
136
72
8
72
8
104
8
104
8
72
8
72
8
104
8
104
8
8
136
38
8
102
72
70
8
40
8
72
8
104
8
72
8
40
8
72
70
8
72
8
72
8
104
8
104
70
8
72
134
8
168
70
8
72
8
136
8
40
8
136
8
72
8
72
8
104
8
136
102
8
104
8
72
8
72
8
72
8
72
8
104
8
104
8
104
8
136
168
8
72
8
40
8
104
8
104
8
136
8
72
8
136
8
40
8
104
70
8
104
8
72
8
104
102
8
72
8
104
8
104
8
72
8
104
102
8
104
8
72
8
40
8
104
8
72
8
72
8
104
8
72
8
136
102
8
72
8
104
8
8
72
38
8
72
8
70
8
104
8
136
8
40
8
72
38
8
72
8
104
8
72
8
136
8
136
8
136
8
8
72
8
102
104
8
104
8
104
8
104
8
104
8
72
8
136
8
104
166
8
8
72
38
104
8
72
104
136
8
136
136
200
136
104
168
102
104
70
104
8
38
160
104
40
136
8
104
8
6
168
104
200
168
136
104
70
136
38
104
8
136
136
104
168
136
136
104
136
38
136
8
104
8
104
8
102
136
134
136
104
8
104
8
104
8
104
8
104
168
168
200
168
102
38
168
136
8
8
72
8
104
8
72
8
72
8
72
8
72
8
136
8
168
8
72
8
134
104
8
38
104
8
8
38
104
8
72
8
136
168
136
136
8
136
102
136
96
104
168
168
168
168
136
168
200
168
200
168
104
136
200
136
136
136
192
168
136
192
70
136
70
70
136
70
168
192
102
168
102
8
136
6
104
8
136
70
134
160
136
70
102
136
104
8
104
8
104
70
8
104
8
38
104
8
134
134
104
8
38
104
128
168
70
8
102
136
8
200
104
8
104
8
168
8
104
8
70
104
8
38
70
136
136
70
104
8
136
136
8
6
168
8
72
8
72
8
40
102
8
72
8
136
8
72
8
128
136
102
8
104
70
6
96
70
8
72
70
38
8
104
8
104
8
72
8
102
72
8
104
8
104
102
102
70
8
104
70
8
104
102
192
8
72
38
160
8
72
8
104
8
72
8
104
8
104
8
72
8
104
8
104
8
72
8
72
8
104
8
72
8
160
72
8
128
40
8
40
8
72
8
104
70
8
104
8
104
8
72
8
70
72
8
104
8
104
8
104
8
104
160
8
104
8
136
8
72
8
136
8
72
8
104
8
104
8
104
8
40
8
40
8
72
102
8
72
8
40
160
70
8
40
8
104
8
104
102
8
128
72
8
72
8
72
8
136
8
104
160
102
8
104
8
104
8
70
104
8
72
8
72
70
8
160
40
8
104
8
104
8
40
8
136
128
8
104
8
104
8
72
38
8
40
8
104
8
104
8
40
8
72
8
104
8
70
104
8
104
104
104
104
8
38
136
8
104
70
104
70
104
136
102
134
136
104
8
136
136
8
136
102
104
8
104
104
8
104
104
8
72
160
104
8
104
8
104
104
136
72
8
104
102
136
104
8
104
8
104
8
136
38
128
104
8
104
8
40
8
104
64
8
136
70
136
8
70
104
8
160
104
8
104
8
104
8
104
136
136
8
72
8
72
38
8
40
8
104
8
40
102
70
8
72
8
40
8
72
8
70
72
8
40
38
8
160
72
38
104
70
136
8
70
136
38
104
70
136
8
104
70
104
8
192
70
104
70
38
136
8
128
104
8
104
8
104
104
102
6
104
8
104
8
104
8
168
104
104
8
104
136
104
8
104
136
168
168
168
136
104
8
104
8
104
8
136
8
72
8
136
160
6
70
8
104
128
192
8
136
192
128
38
104
8
104
8
104
8
104
160
136
104
168
70
168
136
192
6
6
104
8
104
6
6
136
192
70
104
70
8
136
8
70
104
104
72
8
104
8
104
8
70
72
8
40
8
38
70
70
70
104
8
72
8
70
72
8
72
8
6
72
8
160
72
8
40
8
6
104
8
168
168
70
136
136
72
8
192
72
38
8
192
38
72
8
72
8
72
8
72
102
8
40
8
72
102
8
136
8
104
8
72
70
8
104
8
136
8
104
102
70
38
104
192
8
72
8
104
8
104
8
160
72
8
40
8
72
8
72
8
102
136
8
160
160
160
8
136
8
102
104
8
40
8
104
8
40
8
104
160
8
40
8
104
8
40
8
72
70
8
38
104
8
72
8
40
70
8
136
192
160
102
38
8
70
104
8
72
8
72
8
72
8
104
8
72
8
72
8
72
8
104
8
104
8
70
104
8
72
8
104
70
8
192
8
104
70
192
70
8
104
70
8
72
128
8
102
8
40
8
72
192
8
104
134
192
8
70
72
8
72
192
8
104
70
8
136
134
102
160
96
8
168
70
8
70
38
104
8
104
200
8
40
8
168
8
102
102
102
168
70
136
70
200
38
8
104
8
104
8
136
192
38
104
192
134
102
136
70
8
102
104
8
8
72
8
104
136
70
136
96
70
168
70
70
136
8
72
8
104
70
168
8
136
8
38
104
168
38
96
38
168
168
136
136
102
104
70
136
102
136
8
136
8
136
8
102
70
72
8
104
8
40
8
70
104
160
8
136
136
104
136
70
38
6
136
102
104
38
38
136
8
38
104
8
104
8
72
8
104
8
72
8
104
134
8
136
102
8
104
8
104
104
8
104
8
70
104
8
136
8
70
38
136
200
70
102
70
38
192
168
70
70
102
134
168
200
168
104
136
200
38
192
168
168
102
136
136
96
168
70
104
8
70
102
8
40
8
104
8
104
8
104
72
70
104
8
104
8
104
8
70
104
8
104
136
8
104
8
104
104
200
136
136
192
136
104
8
70
136
8
104
8
40
8
72
102
8
136
8
136
8
38
102
136
104
200
136
8
72
8
104
8
104
70
8
8
70
104
70
70
8
72
8
72
8
72
8
102
8
8
104
136
104
8
104
8
136
8
136
8
8
72
8
38
136
102
104
8
40
8
72
8
72
8
72
8
72
8
104
8
72
8
72
134
8
104
8
40
8
128
104
8
72
96
8
72
8
104
8
72
38
8
72
8
72
70
8
136
8
72
8
72
8
102
104
8
160
8
72
8
70
72
96
8
70
72
8
72
8
72
8
72
8
72
8
40
8
104
8
72
8
104
38
224
8
104
38
8
72
8
104
8
104
8
104
160
8
104
8
72
8
136
70
8
136
70
8
104
8
104
8
72
8
72
8
8
104
8
128
104
70
8
104
6
8
72
70
8
104
129
8
72
8
104
70
160
8
136
8
104
8
104
70
8
40
8
160
72
8
8
38
72
8
40
102
136
8
168
104
72
70
6
72
160
102
6
136
104
72
8
70
6
104
160
104
8
72
8
136
168
136
160
70
136
38
136
8
38
104
8
104
38
104
8
102
104
8
70
104
8
104
8
104
102
8
160
72
8
72
8
