distance
4093
45
8626
11394
20
11402
45
8665
20
30
20
11528
8732
45
45
11590
11659
11817
3667
11917
41
8810
30
11953
3863
3863
3863
3863
3863
3863
3863
18
11291
89
1282
0
1335
0
1
1501
139
10
0
267
367
0
1785
2064
18
16
3986
4037
2114
18
2588
4221
2886
18
18
468
3216
3234
18
1563
0
16
5383
5383
4489
16
692
715
0
756
3269
0
892
377
930
30
948
3530
0
0
1015
30
2598
16
3584
1058
3613
30
0
3790
1101
0
8144
1136
1141
3889
1153
5
1175
1225
5
1228
3916
30
1387
3378
1434
10
1447
10
1447
10
4745
4058
6053
4079
4212
5466
1379
4342
4349
4386
30
4407
4452
5770
4668
18
4686
30
4946
16
1459
5211
1511
20
18
1681
5713
864
5756
1795
1887
5298
1899
5944
2135
2293
16
2374
0
0
2395
16
2529
5803
5964
146
172
16
16
16
5370
37
2695
0
30
3104
3221
16
1507
127
248
3481
3627
5701
18
0
16
0
655
655
1486
259
700
747
807
5877
3338
3354
973
1336
4183
4668
4497
4497
4501
4651
0
0
0
4710
4733
5024
2956
5190
5205
5024
2
0
0
5217
5217
5238
5024
0
2
5365
2
2
5432
5497
2
224
0
5759
2
5804
0
6139
2
5938
6619
2
1129
1134
1163
1211
1260
1313
0
1425
1469
6274
1593
6153
6172
6408
6226
3255
258
549
0
563
608
2
6237
205
2
358
23
22
414
2
586
4707
1577
1645
849
8690
4769
929
1905
1920
1049
8690
8690
6590
0
4875
6619
3099
1146
5373
3226
25
3233
25
0
23
4130
4136
25
1391
6572
0
25
1574
0
25
7173
25
5447
25
2285
8690
3005
3091
3108
12132
5912
5928
25
5963
25
5978
25
6132
0
6465
6568
6582
6598
25
60
9960
10098
7114
10537
25
7322
11118
8153
11516
26
28
8599
97
44
11781
9863
25
0
11833
135
10022
25
10316
25
158
0
15
148
11389
26
26
0
442
11540
45
11607
45
11638
11768
9326
515
0
355
1073
0
0
409
0
2014
2
1403
0
1471
0
1655
0
1734
2
0
1778
2
0
12007
1790
1484
1246
1928
468
1734
331
0
12039
576
0
660
805
0
3807
899
3921
4348
4620
31
4650
4745
31
31
31
31
0
53
4847
31
7
4904
31
4972
17
6524
6524
5094
31
32
4855
5180
5206
31
4924
5253
545
5843
5282
5027
5357
31
31
31
31
5571
35
5649
5717
32
32
32
8295
108
11389
5825
32
35
5873
5961
32
765
17
5963
5963
6026
6029
35
6036
6590
35
2454
35
3
7204
31
6252
35
2755
203
35
7
35
257
17
35
3682
270
279
322
351
454
267
267
6553
267
0
291
0
6842
471
35
35
6939
574
6339
6353
716
6463
812
7093
915
938
0
611
1043
7348
11
35
35
1379
0
35
2166
1125
2562
614
7530
17
2658
2724
0
701
3335
2903
7636
7692
7957
8026
4235
812
4776
985
4810
30
8078
35
8125
1165
17
30
1165
30
1185
30
1224
11
1260
31
11
31
1750
1934
2366
8295
31
169
2545
31
2588
3981
0
2847
12302
4062
3174
31
8438
4764
3268
3711
31
5142
5472
5724
6222
6420
11
10159
11
6472
6723
11080
7232
7506
11
11747
236
7709
4810
7985
8187
11
8889
9013
9019
200
200
224
6877
9790
11
9803
11
12248
35
31
10000
11
10200
10526
10711
11
11
519
11519
6287
11789
11846
11
0
11
11
3760
2250
2536
2603
4
4
2819
4
4
3085
11
2919
3479
664
3024
3240
3226
1043
3406
12236
168
3454
4
12291
4
486
3479
546
27
27
9690
682
821
0
7
0
1280
12005
334
0
1221
1239
15
1372
1294
1343
1549
1605
1652
1681
15
1693
1962
1962
1769
15
15
11801
1932
1674
1856
1856
15
0
39
51
2135
594
1962
15
2470
29
1976
648
29
29
3210
298
755
775
2251
925
0
2662
1162
29
0
1357
2360
15
2377
15
2395
0
2717
29
2740
2751
1475
2
2
800
947
2461
29
2202
2484
29
2506
2528
29
2626
29
2626
29
1505
0
1610
0
1659
0
2657
0
1691
1702
1091
0
14
29
0
1757
4
1844
2670
2001
2672
1135
2009
29
1135
0
2033
2680
4
2091
2140
3113
29
0
131
150
3158
3165
217
0
2639
242
11
265
0
277
277
308
2
2
2981
29
527
2981
2998
631
702
1003
750
379
800
534
0
1079
619
14
385
2961
441
465
14
1122
14
5917
482
0
935
0
14
980
570
4
14
678
711
727
0
1416
1878
847
851
4395
0
905
0
5233
0
5574
1162
1174
1200
0
1276
106
1374
1393
0
51
1993
6
6
408
19
3819
0
4395
0
4421
0
2
4467
39
4696
14545
2970
4776
4795
86
14816
14957
43
5001
5130
233
327
6
366
6
7433
15336
15336
15336
6
5397
5415
15074
1569
0
1755
5476
0
1971
2276
5489
2314
8204
5739
29
8247
2612
5834
5871
8928
15275
3428
3794
4246
4421
4462
39
5159
19
5188
19
12103
12
6270
0
6876
19
6991
7183
43
7606
7682
26
7759
7847
322
322
8065
8072
19
14648
4348
9
19
1142
8329
29
8548
9637
9767
39
10111
39
10294
11259
11259
11275
39
1451
11800
11860
12034
41
41
5001
12224
12313
12460
41
12481
7993
150
0
43
12606
2096
43
2930
1376
12985
1486
13563
1560
13993
0
14011
0
14031
1740
0
14255
14459
1855
43
1283
1973
2043
14545
2069
0
475
0
26
2199
0
2199
2214
700
2261
0
2307
2838
920
2359
0
2474
2505
69
2930
0
243
0
1892
48
0
279
87
0
711
0
2767
383
0
171
210
0
0
313
309
0
676
496
12643
792
677
711
2681
372
775
0
0
10145
0
550
0
756
946
946
979
1726
1104
1123
921
990
1319
1408
363
1575
0
1117
687
1693
1149
1228
1643
1643
1643
0
1420
375
1117
117
0
1467
2410
203
0
2520
620
0
2676
131
1564
0
719
0
1592
2647
338
1715
0
0
17
0
431
22
460
0
0
548
0
0
593
1212
1300
19
311
346
1765
714
22
1866
1977
2290
764
0
568
771
2391
830
966
17
1024
1041
741
1053
990
990
990
990
0
831
0
34
34
818
243
3
863
385
870
870
877
34
276
1132
975
0
1212
1865
19
1308
19
1316
1364
1643
1228
19
19
1700
19
41
19
22
1813
1839
22
22
2041
1059
2154
24
0
1173
1271
1489
1550
79
1673
1683
41
684
22
2479
5303
6149
0
301
6433
7837
6238
1575
7529
346
17
8330
8330
7974
355
7974
7998
389
8140
8037
1865
8120
0
113
1683
0
0
472
555
0
11066
13362
11442
623
150
13362
376
1645
2
0
8426
3632
2
12858
8437
0
8495
19
9740
10027
12156
12162
12200
436
12319
2
12401
2
12967
12492
6
13022
13022
2
2
12665
12680
12744
2
12790
13157
280
2
2
350
2
0
558
831
103
1677
0
1780
0
0
12981
6
13015
6
13022
10
10
0
0
498
0
3570
4337
0
4954
0
1546
1543
11
11
11
1546
1878
1878
11
1878
1603
1759
11
11
1878
13205
11
13362
2
11
25
0
45
0
11
0
1045
729
813
1162
1419
2575
684
990
3240
3219
40
3433
0
3365
0
4225
0
1101
0
4929
40
5130
5290
5366
40
301
9
317
343
5379
40
5831
1313
1339
40
5515
5524
40
9
5454
485
20
5805
5489
5831
88
980
138
2227
1087
258
263
263
143
333
9
0
513
590
608
20
672
20
773
0
967
0
3008
3008
1053
2
0
2307
912
940
0
1014
0
1225
1329
3302
1784
1857
1917
2614
1937
2015
2682
2
1140
32
2701
2107
1844
40
2286
2364
2265
7
2729
2423
7
2855
7
40
2446
7
2494
7
1684
2506
2837
0
2564
2570
3028
3049
20
20
3209
20
30
30
30
2764
2784
32
2856
32
1879
45
3107
3187
1123
1123
88
260
1534
2682
1652
1652
3268
45
3302
75
0
0
0
789
250
327
377
140
107
0
482
0
506
0
0
0
0
680
687
0
1183
0
1193
736
0
760
710
710
772
0
0
0
0
0
12
7101
7244
12
7278
7353
7319
210
0
527
7395
12
7444
7444
378
1099
12
1123
8629
7761
7761
8238
7855
7855
12
8092
8163
1155
12
12
0
33
0
0
8606
0
1235
8606
33
8175
188
0
0
271
11
27
1491
4721
21
21
1525
33
5640
11
388
33
609
8429
411
806
2110
2214
2214
0
2273
11
0
2420
2606
0
3436
3447
3652
1488
848
3718
990
3869
107
134
0
4840
11
5186
11
0
476
5620
0
677
587
602
6138
6170
11
11
771
6841
12
6905
1032
0
116
0
0
990
0
1142
505
1162
80
11
221
0
192
466
1199
0
0
255
1298
1455
0
1095
1473
36
1482
27
58
101
190
0
0
623
0
0
730
834
1035
1035
3
3
476
1055
3
1055
1857
934
583
3
616
1126
1258
3
1610
537
1501
934
966
1696
1592
4
1006
1639
3
1058
913
1733
1741
1084
949
3
0
0
714
3
454
768
1411
1550
0
2127
2131
2210
2276
3307
0
2287
0
2309
4354
2348
2356
2433
2475
0
3112
3381
4203
96
4380
4406
0
4893
7240
11026
11026
0
6065
11550
6122
0
6122
8516
6222
6516
687
10391
6902
0
900
8015
0
8025
0
10721
8045
29
5
0
937
972
10834
10925
8422
5
8536
0
9064
9772
9851
9908
10084
10281
10544
11184
10601
29
49
49
29
10741
10802
10864
10903
29
29
0
0
11104
0
123
29
135
0
499
0
11404
685
11550
29
2770
2770
11026
0
88
0
0
15
195
0
348
359
0
435
443
15
708
887
0
1995
986
6
997
15
1086
1176
11360
1178
2483
1275
22
22
0
2770
1413
15
1726
15
1752
363
29
1860
1911
15
2022
2195
12
12
13301
3552
22
13490
2461
13490
2514
13379
2524
13410
2587
13421
12
13421
22
13454
2626
2628
12
0
0
13892
0
146
0
188
200
13588
230
0
7339
1681
7439
1794
1809
2338
0
0
2821
13735
9093
3548
0
3652
3812
3876
0
3892
0
2323
3980
11142
4028
0
4145
11202
12
4259
4385
4478
22
4597
0
13060
83
83
4646
528
13230
4917
4920
0
5020
0
5153
5274
5518
5706
6129
6619
0
6701
7251
405
0
7860
7885
0
8101
8154
8455
0
8538
12
8665
8767
4184
511
2700
560
4339
9356
9494
1386
1451
0
1656
9893
9928
2418
10019
2478
3254
0
10727
0
11053
0
2729
12
0
2836
3017
11306
3114
11801
12
0
12598
13172
12
169
13185
280
2872
7668
0
3187
3037
0
0
192
130
0
231
12
3217
885
293
0
3103
0
453
0
526
0
4214
40
4327
5447
354
6413
1305
5708
2015
0
2054
19
2513
3200
4243
0
5801
4327
0
4938
5542
5633
5665
0
5936
5716
0
175
175
0
5899
53
1629
5980
6034
1644
0
82
376
0
0
1228
0
1350
0
7393
7393
7441
0
344
0
0
0
7505
354
1637
55
0
7597
0
3071
0
3107
8149
7573
3196
7733
7975
11092
7985
8056
8102
10669
680
797
0
10727
9162
9254
1138
10761
9336
3583
100
3710
0
0
4330
10226
10332
4703
10585
16
4923
10644
4993
0
10669
5404
1324
16
395
0
447
0
0
1479
1172
0
6255
1490
10705
1781
1806
11005
0
2231
0
10784
16
0
3116
3223
0
0
3356
3383
165
275
0
10915
11074
0
11092
4337
4500
0
4732
5310
158
0
4014
4014
4014
5
4014
0
5545
0
0
4234
5609
573
0
0
1398
5745
1879
5901
1975
5
6216
0
6316
5
3342
7244
0
109
0
131
858
1621
1854
748
805
0
5
0
200
3071
3776
3118
3209
535
535
184
207
0
0
295
0
0
310
234
5
0
4255
4332
20
4354
20
4542
4491
3836
639
744
0
2124
4014
496
0
3204
4542
5
4234
335
3667
0
3893
0
309
663
758
775
1000
1069
1167
2358
3258
3296
1044
1044
1044
1044
249
265
1101
469
16
0
20
3708
0
1062
792
16
63
807
0
556
295
0
348
0
1001
2
348
0
309
0
657
0
6496
6496
6496
1683
1078
1101
0
0
0
25
0
0
1008
5054
1617
86
1784
6311
10
2851
7896
16
3420
0
0
4388
4431
4431
4575
4701
6569
11
1
4921
178
0
11
1
5111
6782
5155
0
7120
2
10
7136
3387
7187
7213
7289
10
0
4556
2031
11
2436
10
2906
6531
12
3775
6614
6627
11
6693
11
6799
11
6866
7040
178
1
7205
7212
7253
7255
109
6308
7461
6607
6683
732
7639
6692
5469
2
6948
6992
7183
2
3140
106
7183
330
7709
2
7730
2
12
7872
61
476
495
511
539
5878
2
1588
1814
1925
2155
2911
3088
3097
2
2
2
3140
3151
2
2
3328
3446
2
3504
3678
4486
2
6534
6534
3957
6056
4728
4673
4843
4932
22
5029
22
5394
5869
6170
6174
47
5933
2
6577
6591
6598
47
6009
2
7058
47
47
0
6459
6534
6545
47
6787
3273
6613
628
6758
47
2211
150
3694
225
175
148
0
160
364
7058
448
13
268
555
664
853
22
1228
2008
2189
22
2317
2390
1313
3473
3532
22
3560
3583
339
3661
3706
720
0
568
661
0
972
0
22
590
519
0
2
1145
4
401
1012
14
1222
1264
1304
28
28
28
154
444
0
2
969
1014
0
0
2990
3000
3012
3382
3385
0
0
3220
3408
3146
3548
111
3465
10
3505
3570
3939
3591
13
13
0
646
3610
2
13
2
2
715
820
820
854
2
449
922
2
3741
2
1765
0
0
25
96
0
3810
3939
1103
1103
445
445
0
397
0
410
426
0
473
530
0
616
0
1500
1931
2027
962
0
0
0
267
703
188
188
214
760
606
606
0
803
852
872
450
265
384
614
0
0
1554
0
0
442
1629
473
0
0
0
637
665
725
1030
0
1371
0
626
0
654
0
0
5472
1
5500
5513
1
0
1298
1
6148
1
218
1
1
1573
0
5796
1069
24
1279
5931
57
57
1
5988
1
185
5367
6053
6148
422
0
414
1133
1656
1
1
2357
2566
2679
0
0
1194
596
2773
3220
3735
3846
4068
5204
5230
1
911
5321
0
499
499
322
363
985
1347
0
0
0
0
0
623
0
834
302
280
425
499
1665
0
1903
1903
1830
0
709
0
1928
1928
773
1880
0
1928
968
0
0
1030
0
706
1903
882
941
0
0
1096
1258
1383
126
0
276
0
373
888
1109
1180
0
1235
0
1118
1369
1393
1229
1734
1751
14
2
1987
2554
2687
2909
3145
5276
3881
4596
4760
0
14
14
4942
14
4953
0
505
287
396
742
427
14
1065
1445
1518
12
24
24
24
1711
24
2478
5050
5050
1658
24
1749
1341
1778
2041
2381
24
2416
2441
5045
2476
2675
2750
3226
24
3369
5203
3656
160
5691
3836
3904
4950
4962
35
35
35
24
5102
5299
5132
35
5163
150
191
0
1947
0
1947
112
122
5425
278
5452
5691
0
441
33
0
0
179
508
538
897
833
0
936
5581
706
661
796
1114
0
1505
1640
1666
0
120
176
256
1554
0
0
0
0
0
3397
0
0
413
1482
0
1676
7696
1697
0
0
