active_time
19747
7530
11784
2029
2489
11904
19986
1361
20071
2037
12169
2609
1421
1093
1432
20546
12344
2099
2129
20669
12404
20744
1783
20759
20819
1944
21093
10164
21385
1918
2624
12644
1287
21518
2639
10336
10336
21578
21638
10336
10336
10336
10336
10336
21818
21998
22029
450
19688
10403
10463
276
3194
30
3254
406
439
3484
671
591
10478
806
53
1018
1218
91
3724
3964
510
2090
10579
10699
4444
642
10759
10937
5043
1388
11086
5380
752
813
11146
5440
1728
11206
5850
5910
11266
823
11386
4905
2270
2510
2572
165
11387
11686
748
13221
13221
11506
1791
6740
11566
915
11626
1948
1950
2632
2109
7620
2169
175
5985
2279
6011
12343
6026
183
2637
12463
6346
1268
883
2803
6406
920
2923
6579
208
2983
223
3043
3064
982
8160
3098
1515
6755
3114
6815
985
300
7036
11701
3329
349
10639
3465
3514
7129
3574
499
3683
3777
515
3837
7198
1082
7218
9327
4128
7237
9445
7247
4237
608
4346
621
4406
624
12016
7433
14819
7470
13221
9745
8037
13395
3314
8356
8357
8404
8409
8461
1146
12523
8570
8677
12583
8809
14119
8929
9109
1206
9169
1266
10194
9469
584
9529
1278
10229
12223
10336
671
4455
10025
4747
1492
14744
692
5319
10565
731
1347
2528
10793
5723
6016
14774
12981
6076
11360
2692
6476
795
6800
14804
855
6833
6865
861
7105
180
7165
7364
13455
127
7424
53
7500
7560
7680
2712
7740
1095
13897
7980
1215
14264
14384
14504
14624
2952
406
8040
14684
442
1275
8100
1395
667
8220
1755
8280
1875
1915
8340
13101
232
8400
8569
8632
8974
69
60
1040
9154
120
9269
1966
14759
9565
3003
257
208
502
9805
9984
60
13837
1210
589
10164
1589
623
1647
2832
714
14819
2423
150
60
210
105
1210
1210
332
163
412
7345
442
2883
223
774
834
343
550
610
403
730
463
1090
1150
3003
1365
1545
11131
1707
240
6047
1767
6150
1827
2003
6210
2363
6270
2483
6930
7688
7170
420
7230
7290
7926
7637
1917
1977
1868
7747
7866
2543
8540
8914
8840
2723
8960
9251
8445
9794
2411
8900
2157
10349
2213
9016
9062
9191
8505
10663
2261
2297
9674
2097
2325
2750
2810
2551
9966
10086
11280
10169
11340
2943
11400
10229
2578
10409
2638
10469
10529
10589
420
523
10774
10930
2690
11050
11160
60
120
11831
180
11220
300
60
1270
11876
572
12025
2853
12055
11629
11709
755
1570
11711
2913
13623
540
600
2504
2826
2732
2748
60
2969
11771
3128
3248
3358
1403
3633
3760
3820
3940
12302
11936
11996
12332
2988
12452
4083
12151
12191
12734
60
12211
12242
5602
5749
120
120
539
801
695
861
921
1030
1090
1210
2928
12260
984
1044
12362
12392
1104
1164
1344
12512
3027
12572
1508
1568
199
145
12914
1722
3056
1842
349
2014
1450
6286
2674
1630
2777
1800
815
11993
6482
2035
875
3197
12974
935
529
3257
2444
995
11993
1055
11993
13514
1115
2564
1235
2623
1284
6902
13623
3116
4145
2858
7381
4445
499
4546
559
1343
3019
4726
319
7801
5506
5626
7981
570
6346
6542
6602
3513
9621
1422
6662
3693
1482
1542
576
4000
1545
4060
1605
619
10358
819
7681
7741
683
4682
11993
5222
5402
5462
5522
715
16680
8494
955
8522
690
8642
729
8752
741
8989
1748
9280
9570
9639
9699
749
9759
60
12848
289
13195
13547
469
10298
13967
809
10591
14516
10651
11333
15049
15077
1181
1182
11633
60
398
158
12127
12128
15904
338
12728
1010
12788
61
458
15919
15928
15952
12908
12968
13028
13148
575
13304
886
13727
1070
684
73
804
589
16
655
14756
1130
1132
961
14936
1725
16680
1486
15175
775
835
1606
1302
15235
15393
1306
15502
15622
15881
